구별,약국명칭,약국전화번호,약국소재지(도로명),데이터기준일자
중원구,박약국,031-745-5981,"경기도 성남시 중원구 금상로 12, 1층 (상대원동)",2026-03-04
중원구,신중앙메디칼온누리약국,031-744-0158,"경기도 성남시 중원구 광명로323번길 4, 1층 (금광동)",2026-03-04
중원구,수인약국,031-734-0713,경기도 성남시 중원구 광명로 347 (금광동),2026-03-04
중원구,수진하나약국,031-753-0510,"경기도 성남시 중원구 광명로 114, 101-1호 (성남동)",2026-03-04
중원구,한성온누리약국,031-735-6690,경기도 성남시 중원구 산성대로576번길 1 (은행동),2026-03-04
중원구,미소약국,031-731-7763,경기도 성남시 중원구 산성대로372번길 13 (금광동),2026-03-04
중원구,예일온누리약국,031-732-4702,"경기도 성남시 중원구 광명로 341, 1층 (금광동)",2026-03-04
중원구,하늘샘약국,031-731-0515,"경기도 성남시 중원구 산성대로 356, 1층 (중앙동)",2026-03-04
중원구,우리약국,031-748-5438,경기도 성남시 중원구 금상로 120 (상대원동),2026-03-04
중원구,세종프라자약국,031-731-5888,"경기도 성남시 중원구 둔촌대로389번길 1, 1층 (상대원동)",2026-03-04
중원구,상아약국,031-753-8048,"경기도 성남시 중원구 광명로 14, 1층 (성남동)",2026-03-04
중원구,밝은약국,031-744-9044,경기도 성남시 중원구 산성대로 348-1 (중앙동),2026-03-04
중원구,성심우리약국,031-732-5020,경기도 성남시 중원구 은이로 10 (은행동),2026-03-04
중원구,월드옵티마약국,031-745-2600,경기도 성남시 중원구 산성대로582번길 10 (은행동),2026-03-04
중원구,21세기세계로약국,031-743-0624,"경기도 성남시 중원구 산성대로372번길 14, 1층 (금광동, 동성빌딩)",2026-03-04
중원구,오대문약국,031-734-8036,"경기도 성남시 중원구 금상로 53, 1층 (상대원동)",2026-03-04
중원구,신신약국,031-743-3748,"경기도 성남시 중원구 산성대로 496, 1층 (은행동)",2026-03-04
중원구,메디칼약국,031-733-2775,경기도 성남시 중원구 자혜로 60 (금광동),2026-03-04
중원구,은행시장약국,031-734-4021,경기도 성남시 중원구 산성대로 526 (은행동),2026-03-04
중원구,한일약국,031-754-6773,경기도 성남시 중원구 광명로 124 (성남동),2026-03-04
중원구,새금광약국,031-744-1051,"경기도 성남시 중원구 자혜로8번길 4, 1층 (금광동)",2026-03-04
중원구,우성약국,031-734-1880,"경기도 성남시 중원구 희망로 340, 1층 (상대원동)",2026-03-04
중원구,새성남옵티마약국,031-731-0377,경기도 성남시 중원구 금빛로 99 (금광동),2026-03-04
중원구,공단약국,031-748-3533,경기도 성남시 중원구 둔촌대로 431 (상대원동),2026-03-04
중원구,민당약국,031-734-0039,경기도 성남시 중원구 희망로344번길 3 (상대원동),2026-03-04
중원구,주공팜약국,031-746-1814,"경기도 성남시 중원구 산성대로552번길 15, 가동 106호 (은행동, 은행주공상가)",2026-03-04
중원구,보륭약국,031-747-2083,"경기도 성남시 중원구 산성대로 586, 1층 (은행동)",2026-03-04
분당구,서현새봄약국,031-704-7764,"경기도 성남시 분당구 불정로376번길 7, 건일빌딩 202호 (서현동)",2026-03-04
분당구,옵티마웰니스뮤지엄분당서현약국,070-8671-5508,"경기도 성남시 분당구 분당로 55, 분당 퍼스트타워 B102호 (서현동)",2026-03-04
분당구,포도나무약국,,"경기도 성남시 분당구 돌마로 87, 골드프라자 3층 301일부호 (금곡동)",2026-03-04
분당구,2층스마일약국,031-604-2609,"경기도 성남시 분당구 정자일로 121 (정자동, 더샵스타파크)",2026-03-04
분당구,셀메드수내큰약국,031-717-2027,"경기도 성남시 분당구 백현로101번길 16, 대덕프라자 1층 110,110-1호 (수내동)",2026-03-04
분당구,분당정문약국,031-704-1021,"경기도 성남시 분당구 서현로321번길 10, 별동 1층 (서현동)",2026-03-04
분당구,야탑선약국,031-702-8802,"경기도 성남시 분당구 성남대로925번길 11, 유니마트 2층 203-1호 (야탑동)",2026-03-04
분당구,참약사수내튼튼약국,031-698-2052,"경기도 성남시 분당구 백현로101번길 20, 그린프라자빌딩 1층 102호 (수내동)",2026-03-04
분당구,영플러스약국,070-7576-2500,"경기도 성남시 분당구 판교로 376, 마크시티 퍼플 1층 106,107호 (삼평동)",2026-03-04
분당구,정자약국,031-717-0524,"경기도 성남시 분당구 느티로 27, 하나플라자빌딩 1층 104호 (정자동)",2026-03-04
분당구,정자365약국,031-608-1500,"경기도 성남시 분당구 성남대로 389, 폴라리스빌딩2 1층 102호 (정자동)",2026-03-04
분당구,4층바로약국,031-698-3188,"경기도 성남시 분당구 성남대로331번길 7, 정자스타빌딩 4층 402-1호 (정자동)",2026-03-04
분당구,유약국,031-714-4274,"경기도 성남시 분당구 미금로 45, 진도훼미리프라자 1층 127호 (구미동)",2026-03-04
분당구,돌고래약국,031-712-3227,"경기도 성남시 분당구 내정로 172, 상지상가빌딩 1층 103호 (수내동)",2026-03-04
분당구,백현약국,031-778-7529,"경기도 성남시 분당구 판교역로 136, 1층 1102호 (백현동)",2026-03-04
분당구,다사랑약국,031-778-6820,"경기도 성남시 분당구 서현로180번길 19, 비전월드 1층 101-20호 (서현동)",2026-03-04
분당구,분당스마일약국,031-711-1113,"경기도 성남시 분당구 성남대로331번길 3-9, 백궁프라자3 1층 107호 (정자동)",2026-03-04
분당구,서현2층약국,031-701-6401,"경기도 성남시 분당구 중앙공원로31번길 42, 서현파크플라자 2층 204호 (서현동)",2026-03-04
분당구,로데오약국,031-711-0142,"경기도 성남시 분당구 황새울로258번길 36, 광진프라자 107호 (수내동)",2026-03-04
분당구,365언제나약국,031-698-2306,"경기도 성남시 분당구 불정로 266, 유신제일조합 101-1호 (수내동)",2026-03-04
분당구,천사약국,031-711-8856,"경기도 성남시 분당구 돌마로 75, 미금프라자 1층 104호 (금곡동)",2026-03-04
분당구,청아약국,,"경기도 성남시 분당구 황새울로342번길 23, 기영프라자 1층 103호 (서현동)",2026-03-04
분당구,삼평온누리약국,031-778-6424,"경기도 성남시 분당구 판교역로 240, 삼환하이펙스A동 1층 129호 (삼평동)",2026-03-04
분당구,원이약국,031-605-3131,"경기도 성남시 분당구 대왕판교로606번길 58, 판교푸르지오월드마크 1층 1-89호 (삼평동)",2026-03-04
분당구,혜준온누리약국,031-737-7963,"경기도 성남시 분당구 판교역로 235, 에이치스퀘어 엔동 103호 (삼평동)",2026-03-04
분당구,파크약국,031-717-0325,"경기도 성남시 분당구 정자일로 227, 백궁지엔느주차전용빌딩 108호 (정자동)",2026-03-04
분당구,해피약국,031-8039-6652,"경기도 성남시 분당구 판교역로 178, 서건타워 1층 109호 (삼평동)",2026-03-04
분당구,분당대학약국,031-604-5001,"경기도 성남시 분당구 서현로180번길 19, 비전월드 1층 101-30호 (서현동)",2026-03-04
분당구,서현윤약국,,"경기도 성남시 분당구 황새울로342번길 9, 서울문고 1층 일부호 (서현동)",2026-03-04
분당구,서현봄약국,031-708-3033,"경기도 성남시 분당구 분당로53번길 22, 블루홀플라자 1층 2호 (서현동)",2026-03-04
분당구,서현5층약국,031-707-3705,"경기도 성남시 분당구 황새울로 332, 분당문화센터 5층 501-1호 (서현동)",2026-03-04
분당구,아프지마오약국,031-719-7309,"경기도 성남시 분당구 불정로 134, 이마트 1층 (정자동)",2026-03-04
분당구,더플러스약국,031-717-4101,"경기도 성남시 분당구 분당수서로 477, 4층 일부호 (정자동)",2026-03-04
분당구,5층조은약국,070-8800-4133,"경기도 성남시 분당구 돌마로 75, 미금프라자 504일부호 (금곡동)",2026-03-04
분당구,미금행복약국,070-8657-0068,"경기도 성남시 분당구 돌마로 87, 골드프라자 5층 제501-1호 (금곡동)",2026-03-04
분당구,정자역약국,031-712-5911,"경기도 성남시 분당구 성남대로331번길 3-3, 젤존타워III 1층 111호 (정자동)",2026-03-04
분당구,튼튼약국,031-709-3665,"경기도 성남시 분당구 중앙공원로39번길 49, 서현 지엔느 106호 (서현동)",2026-03-04
분당구,가까운상생약국,031-702-8276,"경기도 성남시 분당구 서현로180번길 19, 비전월드 1층 101-13호 (서현동)",2026-03-04
분당구,프라임정약국,031-706-3628,"경기도 성남시 분당구 대왕판교로606번길 41, 프라임스퀘어 4층 401호 (삼평동)",2026-03-04
분당구,지웰약국,031-717-1257,"경기도 성남시 분당구 수내로 39, 1층 118-2호 (수내동, 분당지웰푸르지오)",2026-03-04
분당구,다온약국,031-781-8287,"경기도 성남시 분당구 서현로 192, 야베스밸리 1층 103호 (서현동)",2026-03-04
분당구,더사랑약국,031-716-8209,"경기도 성남시 분당구 돌마로 68, 분당프라자 5층 508호 (구미동)",2026-03-04
분당구,분당세계로약국,031-701-1217,"경기도 성남시 분당구 야탑로75번길 9, 금호프라자 1층 101호 (야탑동)",2026-03-04
분당구,우주약국,031-717-1015,"경기도 성남시 분당구 내정로 170, 동신파크빌딩 3층 3호, 3-1호 (수내동)",2026-03-04
분당구,정든약국,031-702-3315,"경기도 성남시 분당구 야탑로 102, 뉴젠빌원룸텔 2층 214호 (야탑동)",2026-03-04
분당구,가까운대학 약국,031-712-5617,"경기도 성남시 분당구 돌마로 169, 더샵 분당파크리버 201동 B104,104,105,106호 (정자동)",2026-03-04
분당구,참약사 대장약국,031-716-5770,"경기도 성남시 분당구 판교대장로6길 10, 107호 (대장동)",2026-03-04
분당구,하늘약국,031-622-0727,"경기도 성남시 분당구 야탑로81번길 10, 분당아미고타워 406-1호 (야탑동)",2026-03-04
분당구,버즈약국,031-717-5675,"경기도 성남시 분당구 궁내로40번길 39, 104호 (궁내동)",2026-03-04
분당구,대장푸른약국,031-717-0650,"경기도 성남시 분당구 판교대장로 84, 105호 (대장동)",2026-03-04
분당구,봄날약국,031-719-8717,"경기도 성남시 분당구 성남대로331번길 9-3, 우정오피스텔 101호 (정자동)",2026-03-04
분당구,휴베이스 알파약국,031-601-7560,"경기도 성남시 분당구 분당내곡로 131, 2층 9호 (백현동)",2026-03-04
분당구,분당비타민약국,031-709-5550,"경기도 성남시 분당구 분당로263번길 35, 서현굿모닝프라자 101호 (서현동)",2026-03-04
분당구,샘약국,031-707-2663,"경기도 성남시 분당구 분당로263번길 35, 서현굿모닝프라자 103호 (서현동)",2026-03-04
분당구,혜민원한약국,031-718-1090,"경기도 성남시 분당구 정자일로 248, 상가동 15층 1502호 (정자동, 파크뷰)",2026-03-04
분당구,하루약국,031-724-0806,"경기도 성남시 분당구 야탑로69번길 8, 한주코아 104호 (야탑동)",2026-03-04
분당구,드림약국,031-8039-7902,"경기도 성남시 분당구 백현로101번길 17, 초림프라자 1층 118호 (수내동)",2026-03-04
분당구,호약국,031-707-0511,"경기도 성남시 분당구 성남대로926번길 6, 야탑 대덕프라자 603호 (야탑동)",2026-03-04
분당구,선화약국,031-705-9766,"경기도 성남시 분당구 판교로 477, 정우스토아 102호 (야탑동)",2026-03-04
분당구,셀메드드림약국,031-719-1069,"경기도 성남시 분당구 돌마로356번길 3, 그랜드빌딩 402-1호 (수내동)",2026-03-04
분당구,이층약국,031-714-2769,"경기도 성남시 분당구 성남대로 349, 시그마타워 (정자동)",2026-03-04
분당구,판교마트약국,031-781-0778,"경기도 성남시 분당구 대왕판교로606번길 58, 판교푸르지오월드마크 지하1층 약국코너호 (삼평동)",2026-03-04
분당구,코코약국,031-707-1030,"경기도 성남시 분당구 서현로210번길 20, 코코프라자 2층 202일부호 (서현동)",2026-03-04
분당구,지영약국,031-705-3901,"경기도 성남시 분당구 서현로180번길 19, 비전월드 1층 101-26호 (서현동)",2026-03-04
분당구,서현중앙약국,031-707-4755,"경기도 성남시 분당구 분당로53번길 20, 이랜드분당프라자 1층 102호 (서현동)",2026-03-04
분당구,경민약국,031-717-1090,"경기도 성남시 분당구 돌마로 52, MD프라자 1층 106호 (구미동)",2026-03-04
분당구,휴베이스봄약국,031-711-0995,"경기도 성남시 분당구 내정로 172, 상지상가빌딩 101,102호 (수내동)",2026-03-04
분당구,분당그린약국,031-717-7504,"경기도 성남시 분당구 정자일로 100, 상가동 1층 106호 (정자동, 미켈란쉐르빌)",2026-03-04
분당구,바로약국,031-701-5463,"경기도 성남시 분당구 운중로 142, 판교메디칼타워 1층 106호 (운중동)",2026-03-04
분당구,365그린약국,031-717-2267,"경기도 성남시 분당구 성남대로 165, 천사의도시1 오피스텔 2층 231호 (금곡동)",2026-03-04
분당구,미금우리서울약국,031-714-7577,"경기도 성남시 분당구 돌마로 75, 미금프라자 1층 102호 (금곡동)",2026-03-04
분당구,사과나무약국,031-719-7704,"경기도 성남시 분당구 성남대로 168, 미도프라자 6층 603-1호 (금곡동)",2026-03-04
분당구,웰니스약국,031-602-1100,"경기도 성남시 분당구 정자일로 197, 2층 203-1호 (정자동)",2026-03-04
분당구,그린약국,070-7719-9595,"경기도 성남시 분당구 운중로 249, 1층 105호 (판교동)",2026-03-04
분당구,수온누리약국,031-708-5648,"경기도 성남시 분당구 서현로180번길 13, 서현프라자 1층 106호 (서현동)",2026-03-04
분당구,수내푸른약국,031-711-9988,"경기도 성남시 분당구 돌마로366번길 40, 푸른마을 아파트 1층 109호 (수내동)",2026-03-04
분당구,수호약국,031-701-8591,"경기도 성남시 분당구 성남대로 926, 분당메트로 406호 (야탑동)",2026-03-04
분당구,수호약국,031-701-8591,"경기도 성남시 분당구 성남대로 926, 분당메트로 406호 (야탑동)",2026-03-04
분당구,4층코너약국,031--8023-9418,"경기도 성남시 분당구 내정로166번길 43, 금산프라자빌딩 4층 407호 (수내동)",2026-03-04
분당구,야탑그린약국,031-622-0308,"경기도 성남시 분당구 야탑로81번길 10, 분당아미고타워 307-1호 (야탑동)",2026-03-04
분당구,이화탑약국,031-622-0303,"경기도 성남시 분당구 야탑로81번길 10, 분당아미고타워 310-1호 (야탑동)",2026-03-04
분당구,삼정약국,031-719-4589,"경기도 성남시 분당구 내정로 167, 양지프라임 101호 (수내동)",2026-03-04
분당구,메디칼온누리약국,031-8016-2432,"경기도 성남시 분당구 동판교로 61, 자유퍼스트프라자2 111호 (백현동)",2026-03-04
분당구,판교365약국,031-622-7566,"경기도 성남시 분당구 분당내곡로 117, 101-2호 (백현동)",2026-03-04
분당구,건강온누리약국,031-715-2159,"경기도 성남시 분당구 백현로101번길 16, 대덕프라자 211일부호 (수내동)",2026-03-04
분당구,시티약국,031-622-7181,"경기도 성남시 분당구 판교역로 152, 알파돔타워 1층 1-1호 (백현동)",2026-03-04
분당구,이매다나약국,031-702-1511,"경기도 성남시 분당구 성남대로779번길 26, 서안빌딩 1층일부 (이매동)",2026-03-04
분당구,라온약국,031-719-1226,"경기도 성남시 분당구 내정로 58, 스포라이프 스포츠센타 108호 (정자동)",2026-03-04
분당구,야탑차온누리약국,,"경기도 성남시 분당구 야탑로65번길 8, 나인투빌딩 102호 (야탑동)",2026-03-04
분당구,분당서현약국,031-709-1101,"경기도 성남시 분당구 중앙공원로39번길 49, 서현 지엔느 202호 (서현동)",2026-03-04
분당구,3층행복약국,031-701-1042,"경기도 성남시 분당구 양현로94번길 19, 새남서울조합상가 3층 301호 (이매동)",2026-03-04
분당구,온누리길약국,031-717-0065,"경기도 성남시 분당구 돌마로 67, 금산젬월드 115호 (금곡동)",2026-03-04
분당구,햇살약국,031-715-4456,"경기도 성남시 분당구 미금로 39, 로얄프라자 3층 304-1호 (구미동)",2026-03-04
분당구,종로이화약국,031-701-8002,"경기도 성남시 분당구 판교로 435, 동양프라자 1층 108호 (야탑동)",2026-03-04
분당구,중앙메디컬약국,031-714-5507,"경기도 성남시 분당구 돌마로366번길 42, 동한프라자 1층 (수내동)",2026-03-04
분당구,더존약국,031-8017-5880,"경기도 성남시 분당구 동판교로 59, 자유퍼스트프라자1 108호 (백현동)",2026-03-04
분당구,서울온누리약국,031-726-9700,"경기도 성남시 분당구 정자로 88, 성심빌딩 1층 (정자동)",2026-03-04
분당구,조이온누리약국,031-707-9240,"경기도 성남시 분당구 서현로 184, 2층 212호 (서현동, 엘지분당에클라트1)",2026-03-04
분당구,조이온누리약국,031-707-9240,"경기도 성남시 분당구 서현로 184, 2층 212호 (서현동, 엘지분당에클라트1)",2026-03-04
분당구,청솔약국,031-714-9947,"경기도 성남시 분당구 돌마로 79, 1층 107호 (금곡동, 썬프라자)",2026-03-04
분당구,양지온누리약국,031-718-7250,"경기도 성남시 분당구 정자일로 227, 백궁지엔느주차전용빌딩 107호 (정자동)",2026-03-04
분당구,수내365약국,,"경기도 성남시 분당구 내정로173번길 49, 궁전프라자-3 111호 (수내동)",2026-03-04
분당구,청호약국,031-8016-7725,"경기도 성남시 분당구 운중로 120, 203호 (운중동, 청호델피노)",2026-03-04
분당구,미금스마일약국,031-716-2119,"경기도 성남시 분당구 성남대로 170, 한국프라자 507호 (금곡동)",2026-03-04
분당구,광장약국,031-628-6161,"경기도 성남시 분당구 대왕판교로 670 (삼평동, 유스페이스2)",2026-03-04
분당구,삼환약국,031-698-3511,"경기도 성남시 분당구 판교역로 230, 2층 214호 (삼평동)",2026-03-04
분당구,바우약국,031-707-8555,"경기도 성남시 분당구 동판교로 55, 로제비앙스퀘어 1층 111호, 112호 (백현동)",2026-03-04
분당구,스타온누리약국,031-713-5785,"경기도 성남시 분당구 돌마로 47, 108호 (금곡동, 이코노샤르망)",2026-03-04
분당구,라파약국,031-705-9202,"경기도 성남시 분당구 판교로 441, 211호 (야탑동, 남서울프라자)",2026-03-04
분당구,무지개약국,031-715-8550,"경기도 성남시 분당구 탄천상로151번길 20, 지1층 C-1호 (구미동, 월드쇼핑)",2026-03-04
분당구,메디파크약국,031-713-9122,"경기도 성남시 분당구 백현로101번길 23, 1층 104,105호 (수내동, 미도프라자)",2026-03-04
분당구,새봄약국,031-713-3571,"경기도 성남시 분당구 백현로 206, 106호 (정자동, 한솔마을주공4단지상가)",2026-03-04
분당구,리젠시약국,031-716-8477,"경기도 성남시 분당구 백현로 100, 정자I'PARK 2층 207-2호 (정자동)",2026-03-04
분당구,운중약국,031-705-7753,"경기도 성남시 분당구 운중로 115, 102호 (운중동, 판오션타워)",2026-03-04
분당구,원약국,031-705-3720,"경기도 성남시 분당구 판교로 375, 503일부호 (삼평동, 메가스페이스1)",2026-03-04
분당구,대화약국,031-745-4422,"경기도 성남시 분당구 중앙공원로39번길 7, 삼성.한신근린상가 1층 129-1호 (서현동)",2026-03-04
분당구,럭스온누리약국,031-8016-1303,"경기도 성남시 분당구 대왕판교로606번길 39, 105호 (삼평동, 럭스타워)",2026-03-04
분당구,탑마을오렌지약국,031-705-7634,"경기도 성남시 분당구 야탑로69번길 21, 109-111호 (야탑동, 영진다이비스상가)",2026-03-04
분당구,판교태평양약국,031-8016-6300,"경기도 성남시 분당구 분당내곡로 151, 1층 110호 (삼평동)",2026-03-04
분당구,오리하나로약국,031-717-4628,"경기도 성남시 분당구 성남대로43번길 11, 1층 (구미동, 농수산물종합유통센터)",2026-03-04
분당구,햇님약국,031-709-3267,"경기도 성남시 분당구 판교로 442, 401호 (이매동, 우일프라자빌딩)",2026-03-04
분당구,어반약국,031-711-9539,"경기도 성남시 분당구 내정로17번길 2, 4004호 (정자동, 한솔프라자)",2026-03-04
분당구,월드약국,031-715-9597,"경기도 성남시 분당구 정자일로 240, 112일부호 (정자동, 월드프라자)",2026-03-04
분당구,분당이층약국,031-702-1271,"경기도 성남시 분당구 분당로263번길 39, 210호 (서현동, 레이디파크빌딩)",2026-03-04
분당구,야탑원약국,031-701-1071,"경기도 성남시 분당구 야탑로69번길 3, 106호 (야탑동, 강남프라자)",2026-03-04
분당구,서현해맑은약국,031-705-3913,"경기도 성남시 분당구 황새울로342번길 11, 103호 (서현동, 금호리빙스텔)",2026-03-04
분당구,웰츠약국,070-4256-8810,"경기도 성남시 분당구 분당내곡로 159, A동 115호 (삼평동, KCC웰츠타워)",2026-03-04
분당구,21세기연세약국,031-707-7990,"경기도 성남시 분당구 서현로321번길 10, 1층 (서현동)",2026-03-04
분당구,J정약국,031-712-5756,"경기도 성남시 분당구 느티로 16, 102호 (정자동, 젤존타워1)",2026-03-04
분당구,키다리한약국,031-718-6312,"경기도 성남시 분당구 미금로 44, 1층 (구미동)",2026-03-04
분당구,나은약국,031-8016-3535,"경기도 성남시 분당구 판교로 374, 스타식스코아2 109호 (삼평동)",2026-03-04
분당구,판교이화자연약국,031-703-8285,"경기도 성남시 분당구 판교역로192번길 16, 118호 (삼평동, 판교타워)",2026-03-04
분당구,미래약국,031-702-1959,"경기도 성남시 분당구 성남대로779번길 50, 1층 (이매동)",2026-03-04
분당구,오렌지약국,031-719-5030,"경기도 성남시 분당구 성남대로 32, 보명프라자 1층 101.102호 (구미동)",2026-03-04
분당구,미래팜대학약국,031-717-7570,"경기도 성남시 분당구 돌마로 46, 101호 (구미동, 광천프라자)",2026-03-04
분당구,더블유스토어 유앤아이약국,031-724-2882,"경기도 성남시 분당구 대왕판교로 660, 1층 106호 (삼평동, 유스페이스1)",2026-03-04
분당구,나인약국,031-622-0577,"경기도 성남시 분당구 야탑로81번길 10, 413호 (야탑동, 야탑아미고타워)",2026-03-04
분당구,분당햇살약국,031-707-0365,"경기도 성남시 분당구 성남대로 912, 분당BYC빌딩 3층 315호 (야탑동)",2026-03-04
분당구,분당경희한약약국,031-708-8133,"경기도 성남시 분당구 중앙공원로31번길 42, 서현파크플라자 123호 (서현동)",2026-03-04
분당구,함께하는약국,031-702-7100,"경기도 성남시 분당구 야탑로 64, 1층 (야탑동, 야탑시장)",2026-03-04
분당구,판교한솔약국,031-8017-8868,"경기도 성남시 분당구 운중로 233, 103호 (판교동, 한솔프라자)",2026-03-04
분당구,판교이화약국,031-8017-0707,"경기도 성남시 분당구 운중로 239, 105호 (판교동, 판교도메인타워)",2026-03-04
분당구,옵티마희망약국,031-702-7706,"경기도 성남시 분당구 동판교로 92, 201-2호 (백현동, 휴먼시아 3단지 가상가동)",2026-03-04
분당구,비타민약국,031-701-1594,"경기도 성남시 분당구 벌말로 35 (야탑동, 대명빌딩)",2026-03-04
분당구,분당약국,070-8839-0636,"경기도 성남시 분당구 불곡로 4, 107호 (정자동, 리더스프라자)",2026-03-04
분당구,아미고샘온누리약국,031-622-0799,"경기도 성남시 분당구 야탑로81번길 10, 211-1호 (야탑동, 아미고타워)",2026-03-04
분당구,파란약국,031-781-0304,"경기도 성남시 분당구 서현로180번길 13, 107호 (서현동, 서현프라자)",2026-03-04
분당구,메디칼참약국,031-781-0111,"경기도 성남시 분당구 야탑로69번길 3, 107호 (야탑동, 강남프라자)",2026-03-04
분당구,건강백세약국,031-711-3204,"경기도 성남시 분당구 돌마로 43, 102호 (금곡동, 메디파크빌딩)",2026-03-04
분당구,건강백세약국,031-711-3204,"경기도 성남시 분당구 돌마로 43, 102호 (금곡동, 메디파크빌딩)",2026-03-04
분당구,맘스케어약국,031-708-2639,"경기도 성남시 분당구 서현로180번길 19, 101-27,29호 (서현동, 비전월드)",2026-03-04
분당구,꽃피는약국,031-709-1905,"경기도 성남시 분당구 성남대로926번길 6, 116호 (야탑동, 대덕프라자)",2026-03-04
분당구,분당새봄약국,031-701-3007,"경기도 성남시 분당구 중앙공원로40번길 4, 202-2호 (서현동, 현대카스올림픽골드파크)",2026-03-04
분당구,정문약국,031-703-3119,"경기도 성남시 분당구 중앙공원로40번길 42, 101호 (서현동, 우성종합상가 49동)",2026-03-04
분당구,휴베이스드림약국,070-8227-7582,"경기도 성남시 분당구 운중로 235, 103호 (판교동, 나래메디플러스)",2026-03-04
분당구,이선온누리약국,031-8016-8359,"경기도 성남시 분당구 대왕판교로606번길 58, 2-19A호 (삼평동, 판교 푸르지오월드마크)",2026-03-04
분당구,건강한약국,031-705-1181,"경기도 성남시 분당구 황새울로311번길 14, 101호 (서현동, 서현리더스빌딩)",2026-03-04
분당구,중앙약국,031-703-7060,"경기도 성남시 분당구 돌마로 478, 102호 (서현동, 효자촌프라자)",2026-03-04
분당구,스타파크약국,031-716-2068,"경기도 성남시 분당구 정자일로 121, A동 7호 (정자동, 더샵스타파크)",2026-03-04
분당구,판교기린약국,031-708-6325,"경기도 성남시 분당구 운중로 242, 리버스토리 1층 106호 (판교동)",2026-03-04
분당구,새분당서울약국,031-714-7975,"경기도 성남시 분당구 돌마로 75, 106호 (금곡동, 미금프라자)",2026-03-04
분당구,새분당서울약국,031-714-7975,"경기도 성남시 분당구 돌마로 75, 106호 (금곡동, 미금프라자)",2026-03-04
분당구,서림약국,031-8016-0159,"경기도 성남시 분당구 판교로 372, 404일부호 (삼평동, 스타식스코아1)",2026-03-04
분당구,5층종로약국,031-781-3133,"경기도 성남시 분당구 성남대로 926, 506호 (야탑동, 메트로빌딩)",2026-03-04
분당구,사랑약국,031-717-3339,"경기도 성남시 분당구 성남대로 168, 401일부호 (금곡동, 미도프라자)",2026-03-04
분당구,태광약국,031-715-8870,"경기도 성남시 분당구 성남대로 168, 103호 (금곡동, 미도프라자)",2026-03-04
분당구,베델약국,031-706-8885,"경기도 성남시 분당구 황새울로342번길 11, 109호 (서현동, 금호리빙스텔)",2026-03-04
분당구,다낫는럭스타워약국,070-8815-1626,"경기도 성남시 분당구 대왕판교로606번길 39, 럭스타워 109,110호 (삼평동)",2026-03-04
분당구,강희약국,031-711-2143,"경기도 성남시 분당구 백현로101번길 16, 402일부호 (수내동)",2026-03-04
분당구,다솜약국,031-717-1445,"경기도 성남시 분당구 내정로 170, 3층 307호 (수내동, 동신파크빌딩)",2026-03-04
분당구,정성약국,031-696-1231,"경기도 성남시 분당구 황새울로335번길 5, 101호 (서현동, 엔타운빌딩)",2026-03-04
분당구,정은약국,031-718-8433,"경기도 성남시 분당구 구미로173번길 47, 151호 (구미동, 서울시니어스분당타워)",2026-03-04
분당구,분당우리약국,031-703-5248,"경기도 성남시 분당구 장안로 27, 101호 (분당동)",2026-03-04
분당구,행복한온누리약국,031-714-0288,"경기도 성남시 분당구 정자일로198번길 15, 109호 (정자동, 제나프라자)",2026-03-04
분당구,스마트약국,031-705-6969,"경기도 성남시 분당구 중앙공원로40번길 42, 49동 1층 120호 (서현동, 우성종합상가)",2026-03-04
분당구,대한온누리약국,031-628-7775,"경기도 성남시 분당구 판교로255번길 9-22, 138호 (삼평동, 우림 W-CITY)",2026-03-04
분당구,그랜드약국,031-711-7574,"경기도 성남시 분당구 돌마로356번길 3, 303호 (수내동, 그랜드프라자)",2026-03-04
분당구,하나약국,031-716-3459,"경기도 성남시 분당구 미금일로 71, 101호 (구미동, 하나빌딩)",2026-03-04
분당구,바다약국,031-713-7525,"경기도 성남시 분당구 성남대로 168, 109,110호 (금곡동, 미도프라자)",2026-03-04
분당구,에이치(H)약국,031-696-7558,"경기도 성남시 분당구 판교역로 231, S동 220일부호 (삼평동, 에이치스퀘어)",2026-03-04
분당구,소망약국,031-8016-5570,"경기도 성남시 분당구 운중로 131, 108호 (운중동, 스타식스메트로)",2026-03-04
분당구,꿈꾸는약국,031-8017-2700,"경기도 성남시 분당구 서판교로 36, 1층 (판교동)",2026-03-04
분당구,옵티마우리들약국,031-704-3445,"경기도 성남시 분당구 운중로 140, 107호 (운중동, 메트로골드)",2026-03-04
분당구,봇들약국,031-8017-3039,"경기도 성남시 분당구 판교로 376, 504호 (삼평동, 마크시티퍼플)",2026-03-04
분당구,건강약국,031-714-2233,"경기도 성남시 분당구 성남대로 345, 7층 704호 (정자동, 정자역프라자)",2026-03-04
분당구,분당미금약국,031-713-1617,"경기도 성남시 분당구 돌마로90번길 4, 1동 304호 (구미동, 엘레강스프라자)",2026-03-04
분당구,서현종로약국,031-781-9991,"경기도 성남시 분당구 서현로 204, 1층 106호 (서현동, 엘지에클라트2 )",2026-03-04
분당구,알파약국,031-718-4716,"경기도 성남시 분당구 돌마로 68, 3층 308호 (구미동, 분당프라자)",2026-03-04
분당구,조은약국,031-713-0073,"경기도 성남시 분당구 느티로 27, 106호 (정자동, 하나프라자빌딩)",2026-03-04
